StageCode,PointIndex,x,y,PointsInStage,elevation
71,0,-2.392163,55.903531,385,205.0
71,1,-2.392398,55.903434,385,205.0
71,2,-2.392916,55.903213,385,219.0
71,3,-2.393397,55.902996,385,219.0
71,4,-2.39365,55.90288,385,219.0
71,5,-2.393877,55.902764,385,216.0
71,6,-2.394228,55.902578,385,216.0
71,7,-2.394563,55.902398,385,230.0
71,8,-2.395254,55.902023,385,225.0
71,9,-2.395792,55.901754,385,225.0
71,10,-2.396325,55.901509,385,234.0
71,11,-2.39656,55.901393,385,234.0
71,12,-2.396803,55.901265,385,234.0
71,13,-2.396961,55.901182,385,234.0
71,14,-2.397324,55.900976,385,234.0
71,15,-2.397505,55.900861,385,234.0
71,16,-2.397589,55.900799,385,241.0
71,17,-2.397739,55.900675,385,241.0
71,18,-2.398011,55.900422,385,241.0
71,19,-2.398383,55.900058,385,241.0
71,20,-2.398764,55.89967,385,246.0
71,21,-2.398889,55.899537,385,238.0
71,22,-2.398967,55.899449,385,238.0
71,23,-2.399065,55.899321,385,238.0
71,24,-2.399193,55.899123,385,236.0
71,25,-2.399264,55.898984,385,236.0
71,26,-2.399326,55.898844,385,236.0
71,27,-2.399362,55.898724,385,236.0
71,28,-2.399373,55.898635,385,236.0
71,29,-2.399369,55.898571,385,236.0
71,30,-2.399347,55.898501,385,236.0
71,31,-2.399273,55.898339,385,236.0
71,32,-2.399215,55.898218,385,233.0
71,33,-2.399131,55.898082,385,233.0
71,34,-2.399084,55.897984,385,233.0
71,35,-2.399058,55.897908,385,233.0
71,36,-2.399057,55.897847,385,233.0
71,37,-2.399089,55.897734,385,233.0
71,38,-2.399149,55.897633,385,233.0
71,39,-2.399242,55.897496,385,233.0
71,40,-2.399371,55.897335,385,236.0
71,41,-2.39946,55.897247,385,236.0
71,42,-2.399555,55.89718,385,236.0
71,43,-2.399631,55.897136,385,236.0
71,44,-2.400418,55.896764,385,243.0
71,45,-2.401043,55.896471,385,239.0
71,46,-2.401831,55.896132,385,243.0
71,47,-2.403014,55.895622,385,239.0
71,48,-2.403678,55.895332,385,239.0
71,49,-2.404302,55.895054,385,243.0
71,50,-2.405,55.894725,385,234.0
71,51,-2.405404,55.894549,385,238.0
71,52,-2.405605,55.89447,385,238.0
71,53,-2.405664,55.89445,385,238.0
71,54,-2.405747,55.894427,385,238.0
71,55,-2.405848,55.894412,385,238.0
71,56,-2.405991,55.8944,385,238.0
71,57,-2.40603,55.894396,385,238.0
71,58,-2.406169,55.894384,385,238.0
71,59,-2.406395,55.894358,385,239.0
71,60,-2.406783,55.894296,385,239.0
71,61,-2.407021,55.89425,385,239.0
71,62,-2.407175,55.894209,385,239.0
71,63,-2.407319,55.894157,385,239.0
71,64,-2.407432,55.894102,385,229.0
71,65,-2.407535,55.894042,385,231.0
71,66,-2.407613,55.89399,385,231.0
71,67,-2.407677,55.893938,385,231.0
71,68,-2.40778,55.893848,385,231.0
71,69,-2.40783,55.893808,385,231.0
71,70,-2.407939,55.893745,385,231.0
71,71,-2.408245,55.893596,385,231.0
71,72,-2.408654,55.893401,385,231.0
71,73,-2.409449,55.893044,385,234.0
71,74,-2.409981,55.892804,385,234.0
71,75,-2.410286,55.892665,385,237.0
71,76,-2.410476,55.892596,385,237.0
71,77,-2.410581,55.892568,385,237.0
71,78,-2.4107,55.892537,385,237.0
71,79,-2.411001,55.892451,385,246.0
71,80,-2.411554,55.892282,385,250.0
71,81,-2.412438,55.892014,385,250.0
71,82,-2.413456,55.891706,385,254.0
