StageCode,PointIndex,x,y,PointsInStage,elevation
41,0,-3.483541,53.071128,936,436.0
41,1,-3.482604,53.071086,936,436.0
41,2,-3.481093,53.071056,936,442.0
41,3,-3.47947,53.071022,936,443.0
41,4,-3.47933,53.071028,936,443.0
41,5,-3.479241,53.071051,936,443.0
41,6,-3.479113,53.071112,936,443.0
41,7,-3.476358,53.072616,936,449.0
41,8,-3.473442,53.074228,936,454.0
41,9,-3.471342,53.075371,936,447.0
41,10,-3.471245,53.075445,936,443.0
41,11,-3.471181,53.075517,936,443.0
41,12,-3.47113,53.075609,936,443.0
41,13,-3.471074,53.075696,936,443.0
41,14,-3.470985,53.075783,936,443.0
41,15,-3.4709,53.075829,936,436.0
41,16,-3.470742,53.075888,936,436.0
41,17,-3.470528,53.075962,936,436.0
41,18,-3.469593,53.076284,936,431.0
41,19,-3.468958,53.076525,936,431.0
41,20,-3.467843,53.077034,936,418.0
41,21,-3.466054,53.077781,936,409.0
41,22,-3.465837,53.077883,936,409.0
41,23,-3.465113,53.078302,936,409.0
41,24,-3.464901,53.07841,936,402.0
41,25,-3.46453,53.078527,936,402.0
41,26,-3.463495,53.078845,936,401.0
41,27,-3.463261,53.078914,936,401.0
41,28,-3.463019,53.078955,936,401.0
41,29,-3.462742,53.07899,936,401.0
41,30,-3.462474,53.078988,936,398.0
41,31,-3.462107,53.078962,936,398.0
41,32,-3.461686,53.078903,936,398.0
41,33,-3.461073,53.078857,936,393.0
41,34,-3.460851,53.078839,936,393.0
41,35,-3.460711,53.07885,936,393.0
41,36,-3.461002,53.078591,936,393.0
41,37,-3.461351,53.078328,936,398.0
41,38,-3.462314,53.077691,936,408.0
41,39,-3.462938,53.077245,936,416.0
41,40,-3.463284,53.076998,936,416.0
41,41,-3.463616,53.076699,936,416.0
41,42,-3.463787,53.076573,936,419.0
41,43,-3.46394,53.076463,936,419.0
41,44,-3.464187,53.076348,936,419.0
41,45,-3.464498,53.076236,936,419.0
41,46,-3.464749,53.076136,936,419.0
41,47,-3.465124,53.075918,936,425.0
41,48,-3.465324,53.075803,936,427.0
41,49,-3.466069,53.075154,936,427.0
41,50,-3.466503,53.074793,936,428.0
41,51,-3.466858,53.074527,936,428.0
41,52,-3.467861,53.073775,936,430.0
41,53,-3.468321,53.073437,936,430.0
41,54,-3.468547,53.073279,936,425.0
41,55,-3.468947,53.073043,936,430.0
41,56,-3.4703,53.07232,936,426.0
41,57,-3.470484,53.072248,936,426.0
41,58,-3.470927,53.071995,936,426.0
41,59,-3.471523,53.071608,936,426.0
41,60,-3.47156,53.071582,936,426.0
41,61,-3.471715,53.071475,936,426.0
41,62,-3.471966,53.071342,936,426.0
41,63,-3.472404,53.07113,936,426.0
41,64,-3.472605,53.071028,936,430.0
41,65,-3.47286,53.070877,936,430.0
41,66,-3.473546,53.070516,936,421.0
41,67,-3.474252,53.07013,936,432.0
41,68,-3.474691,53.069848,936,419.0
41,69,-3.475444,53.069426,936,427.0
41,70,-3.476117,53.069081,936,418.0
41,71,-3.47659,53.068881,936,422.0
41,72,-3.477624,53.068469,936,423.0
41,73,-3.478514,53.068147,936,417.0
41,74,-3.478787,53.06806,936,423.0
41,75,-3.479268,53.06796,936,423.0
41,76,-3.479766,53.067876,936,423.0
41,77,-3.480307,53.067753,936,429.0
41,78,-3.480907,53.067602,936,429.0
41,79,-3.481256,53.067548,936,432.0
41,80,-3.481673,53.067518,936,432.0
41,81,-3.482086,53.067472,936,426.0
41,82,-3.482372,53.067423,936,426.0
41,83,-3.482759,53.067313,936,429.0
41,84,-3.483091,53.06718,936,429.0
41,85,-3.483594,53.066932,936,429.0
41,86,-3.484024,53.066732,936,434.0
41,87,-3.484271,53.066666,936,434.0
41,88,-3.484337,53.06665,936,429.0
41,89,-3.484437,53.066625,936,429.0
41,90,-3.48465,53.066604,936,429.0
41,91,-3.484873,53.066572,936,429.0
41,92,-3.484999,53.066554,936,429.0
41,93,-3.485157,53.066535,936,432.0
41,94,-3.485326,53.066517,936,432.0
41,95,-3.485463,53.066498,936,432.0
41,96,-3.485549,53.066484,936,432.0
41,97,-3.485651,53.066442,936,432.0
41,98,-3.485804,53.066301,936,432.0
41,99,-3.485458,53.066191,936,432.0
41,100,-3.485125,53.066088,936,432.0
41,101,-3.484988,53.066051,936,429.0
41,102,-3.484798,53.066001,936,429.0
41,103,-3.484597,53.06594,936,429.0
41,104,-3.484377,53.06588,936,429.0
41,105,-3.484114,53.065819,936,429.0
41,106,-3.483779,53.06574,936,429.0
41,107,-3.483414,53.065653,936,420.0
41,108,-3.483103,53.065577,936,420.0
41,109,-3.482885,53.065521,936,420.0
41,110,-3.482719,53.065479,936,420.0
41,111,-3.482585,53.065453,936,420.0
41,112,-3.482483,53.065437,936,413.0
41,113,-3.482357,53.065429,936,413.0
41,114,-3.48226,53.065431,936,413.0
41,115,-3.48214,53.065436,936,413.0
41,116,-3.482014,53.065453,936,413.0
41,117,-3.481885,53.065486,936,413.0
41,118,-3.481754,53.065531,936,413.0
41,119,-3.481622,53.065582,936,413.0
41,120,-3.481488,53.065648,936,413.0
41,121,-3.481367,53.065706,936,413.0
41,122,-3.481236,53.065763,936,409.0
41,123,-3.481072,53.065797,936,409.0
41,124,-3.48089,53.065821,936,409.0
41,125,-3.480686,53.065839,936,417.0
41,126,-3.480447,53.065847,936,417.0
41,127,-3.480211,53.065861,936,417.0
41,128,-3.480007,53.065859,936,417.0
41,129,-3.479814,53.065861,936,412.0
41,130,-3.479651,53.065856,936,412.0
41,131,-3.479482,53.065863,936,412.0
41,132,-3.479315,53.065872,936,412.0
41,133,-3.479168,53.065895,936,412.0
41,134,-3.479002,53.065927,936,412.0
41,135,-3.478849,53.065972,936,412.0
41,136,-3.478698,53.066027,936,411.0
41,137,-3.478556,53.066088,936,411.0
41,138,-3.478406,53.066151,936,411.0
41,139,-3.478232,53.066232,936,411.0
41,140,-3.478055,53.066327,936,411.0
41,141,-3.47788,53.066422,936,411.0
41,142,-3.477795,53.066475,936,411.0
41,143,-3.47769,53.066541,936,411.0
41,144,-3.477513,53.066654,936,409.0
41,145,-3.47736,53.06676,936,408.0
41,146,-3.477223,53.066851,936,408.0
41,147,-3.477124,53.066901,936,408.0
41,148,-3.477022,53.066944,936,408.0
41,149,-3.476901,53.066999,936,408.0
41,150,-3.476789,53.067046,936,408.0
41,151,-3.476684,53.067073,936,408.0
41,152,-3.476561,53.067088,936,408.0
41,153,-3.476453,53.067089,936,408.0
41,154,-3.476306,53.067071,936,408.0
41,155,-3.47618,53.067044,936,410.0
41,156,-3.476086,53.067012,936,410.0
41,157,-3.475976,53.066965,936,410.0
41,158,-3.475861,53.066904,936,410.0
41,159,-3.47577,53.066843,936,410.0
41,160,-3.475689,53.06678,936,410.0
41,161,-3.475603,53.066704,936,410.0
41,162,-3.475539,53.06663,936,404.0
41,163,-3.475474,53.066557,936,404.0
41,164,-3.475399,53.066486,936,404.0
41,165,-3.475335,53.066438,936,404.0
41,166,-3.475263,53.066403,936,404.0
41,167,-3.475185,53.066372,936,404.0
41,168,-3.47508,53.066349,936,404.0
41,169,-3.474968,53.066341,936,403.0
41,170,-3.474815,53.066343,936,403.0
41,171,-3.474605,53.066356,936,403.0
41,172,-3.474015,53.066395,936,403.0
41,173,-3.473527,53.066436,936,401.0
41,174,-3.47309,53.066475,936,401.0
41,175,-3.47272,53.06652,936,401.0
41,176,-3.472473,53.066557,936,396.0
41,177,-3.472221,53.066594,936,396.0
41,178,-3.471982,53.066643,936,396.0
41,179,-3.471738,53.066704,936,400.0
41,180,-3.471585,53.066762,936,400.0
41,181,-3.471403,53.066839,936,400.0
41,182,-3.471242,53.06691,936,394.0
41,183,-3.471065,53.066989,936,394.0
41,184,-3.470837,53.06708,936,394.0
41,185,-3.470585,53.06717,936,394.0
41,186,-3.470376,53.067242,936,394.0
41,187,-3.470182,53.06731,936,394.0
41,188,-3.469954,53.067378,936,388.0
41,189,-3.469748,53.067428,936,388.0
41,190,-3.469544,53.067462,936,388.0
41,191,-3.46937,53.067474,936,388.0
41,192,-3.469182,53.067473,936,388.0
41,193,-3.468879,53.067473,936,388.0
41,194,-3.468662,53.067474,936,385.0
41,195,-3.468418,53.067463,936,385.0
41,196,-3.46809,53.067442,936,385.0
41,197,-3.467828,53.067429,936,385.0
41,198,-3.467565,53.067423,936,385.0
41,199,-3.467304,53.06741,936,388.0
41,200,-3.467071,53.0674,936,388.0
41,201,-3.466755,53.067384,936,388.0
41,202,-3.466399,53.067362,936,388.0
41,203,-3.466133,53.067346,936,394.0
41,204,-3.466085,53.067343,936,394.0
41,205,-3.465471,53.067316,936,394.0
41,206,-3.465912,53.067231,936,394.0
41,207,-3.466154,53.067199,936,394.0
41,208,-3.46639,53.067189,936,388.0
41,209,-3.466429,53.067182,936,388.0
41,210,-3.466647,53.067141,936,388.0
41,211,-3.466851,53.06708,936,388.0
41,212,-3.467039,53.066976,936,388.0
41,213,-3.467178,53.066886,936,388.0
41,214,-3.467323,53.06677,936,388.0
41,215,-3.467477,53.066663,936,388.0
41,216,-3.467665,53.066539,936,387.0
41,217,-3.467931,53.066432,936,387.0
41,218,-3.468257,53.066319,936,387.0
41,219,-3.468534,53.066165,936,387.0
41,220,-3.4688,53.066023,936,391.0
41,221,-3.469007,53.065898,936,391.0
41,222,-3.469185,53.065756,936,400.0
41,223,-3.469373,53.065667,936,400.0
41,224,-3.46955,53.065619,936,400.0
41,225,-3.469768,53.065584,936,400.0
41,226,-3.469985,53.065542,936,400.0
41,227,-3.470163,53.065508,936,408.0
41,228,-3.470311,53.065453,936,408.0
41,229,-3.470439,53.065376,936,408.0
41,230,-3.470567,53.065222,936,408.0
41,231,-3.470725,53.06505,936,408.0
41,232,-3.470923,53.064824,936,410.0
41,233,-3.471209,53.064611,936,410.0
41,234,-3.471545,53.064362,936,421.0
41,235,-3.471841,53.064124,936,422.0
41,236,-3.472117,53.063905,936,422.0
41,237,-3.472344,53.063721,936,422.0
41,238,-3.472443,53.063567,936,422.0
41,239,-3.472542,53.063395,936,419.0
41,240,-3.472641,53.06324,936,419.0
41,241,-3.472818,53.063104,936,419.0
41,242,-3.472977,53.063034,936,419.0
41,243,-3.473069,53.063018,936,419.0
41,244,-3.473235,53.06296,936,419.0
41,245,-3.47339,53.062902,936,419.0
41,246,-3.473525,53.062802,936,419.0
41,247,-3.473718,53.062667,936,419.0
41,248,-3.473889,53.062531,936,413.0
41,249,-3.474077,53.062403,936,409.0
41,250,-3.474396,53.062185,936,409.0
41,251,-3.474441,53.062192,936,409.0
41,252,-3.474535,53.06219,936,409.0
41,253,-3.474635,53.06216,936,409.0
41,254,-3.474764,53.062122,936,409.0
41,255,-3.475,53.062048,936,409.0
41,256,-3.475268,53.061957,936,406.0
41,257,-3.475365,53.061922,936,406.0
41,258,-3.475525,53.061893,936,406.0
41,259,-3.475702,53.061851,936,406.0
41,260,-3.475906,53.061786,936,406.0
41,261,-3.476099,53.061709,936,406.0
41,262,-3.476303,53.061628,936,410.0
41,263,-3.47648,53.061548,936,410.0
41,264,-3.476657,53.061477,936,410.0
41,265,-3.476877,53.061409,936,410.0
41,266,-3.477054,53.061342,936,410.0
41,267,-3.477253,53.061296,936,410.0
41,268,-3.477424,53.061264,936,410.0
41,269,-3.477612,53.061222,936,406.0
41,270,-3.477752,53.061184,936,406.0
41,271,-3.47788,53.061126,936,406.0
41,272,-3.478015,53.061061,936,406.0
41,273,-3.478122,53.06101,936,406.0
41,274,-3.478213,53.060974,936,406.0
41,275,-3.478342,53.060948,936,406.0
41,276,-3.478508,53.060922,936,406.0
41,277,-3.478712,53.060919,936,406.0
41,278,-3.478884,53.060919,936,404.0
41,279,-3.479104,53.060948,936,404.0
41,280,-3.479281,53.060984,936,404.0
41,281,-3.479506,53.061039,936,404.0
41,282,-3.479747,53.06109,936,404.0
41,283,-3.479919,53.061119,936,404.0
41,284,-3.480053,53.061145,936,402.0
41,285,-3.480198,53.061164,936,402.0
41,286,-3.480337,53.061158,936,402.0
41,287,-3.480493,53.061142,936,402.0
41,288,-3.480665,53.061116,936,402.0
41,289,-3.480788,53.061093,936,402.0
41,290,-3.480944,53.061055,936,402.0
41,291,-3.481072,53.06101,936,402.0
41,292,-3.48118,53.060958,936,402.0
41,293,-3.481292,53.060893,936,399.0
41,294,-3.481416,53.060823,936,409.0
41,295,-3.481534,53.060758,936,409.0
41,296,-3.481673,53.060694,936,409.0
41,297,-3.481796,53.060648,936,409.0
41,298,-3.481947,53.060607,936,409.0
41,299,-3.482118,53.060555,936,409.0
41,300,-3.482295,53.060523,936,409.0
41,301,-3.482494,53.0605,936,409.0
41,302,-3.482655,53.060487,936,403.0
41,303,-3.48281,53.060474,936,403.0
41,304,-3.482966,53.060455,936,403.0
41,305,-3.483143,53.060416,936,403.0
41,306,-3.483298,53.060374,936,403.0
41,307,-3.483465,53.060323,936,403.0
41,308,-3.483599,53.060284,936,403.0
41,309,-3.483776,53.060242,936,394.0
41,310,-3.483942,53.06021,936,394.0
41,311,-3.48413,53.060155,936,394.0
41,312,-3.484264,53.060123,936,394.0
41,313,-3.484404,53.060071,936,394.0
41,314,-3.484532,53.059949,936,401.0
41,315,-3.484666,53.059846,936,401.0
41,316,-3.484822,53.05971,936,401.0
41,317,-3.484951,53.059594,936,401.0
41,318,-3.485079,53.059485,936,391.0
41,319,-3.485197,53.059388,936,391.0
41,320,-3.485342,53.059298,936,391.0
41,321,-3.485482,53.05923,936,391.0
41,322,-3.485648,53.059162,936,391.0
41,323,-3.485798,53.059091,936,401.0
41,324,-3.485954,53.059024,936,401.0
41,325,-3.4861,53.058976,936,401.0
41,326,-3.486131,53.058966,936,401.0
41,327,-3.486313,53.05892,936,390.0
41,328,-3.486469,53.058882,936,390.0
41,329,-3.486683,53.058843,936,390.0
41,330,-3.486936,53.058808,936,390.0
41,331,-3.487193,53.058775,936,390.0
41,332,-3.487451,53.05874,936,390.0
41,333,-3.487687,53.058727,936,382.0
41,334,-3.487907,53.058724,936,382.0
41,335,-3.488159,53.058721,936,382.0
41,336,-3.488384,53.058711,936,382.0
41,337,-3.488582,53.058688,936,382.0
41,338,-3.488733,53.05863,936,382.0
41,339,-3.488899,53.058553,936,377.0
41,340,-3.489178,53.058382,936,377.0
41,341,-3.489441,53.058237,936,380.0
41,342,-3.489666,53.058118,936,380.0
41,343,-3.489795,53.058053,936,380.0
41,344,-3.489924,53.057982,936,380.0
41,345,-3.490068,53.057902,936,377.0
41,346,-3.490165,53.057827,936,377.0
41,347,-3.490213,53.057744,936,377.0
41,348,-3.490229,53.057666,936,377.0
41,349,-3.490251,53.057553,936,377.0
41,350,-3.490251,53.057395,936,378.0
41,351,-3.490245,53.057247,936,378.0
41,352,-3.490245,53.057109,936,378.0
41,353,-3.490272,53.056996,936,378.0
41,354,-3.490304,53.056915,936,378.0
41,355,-3.490321,53.056834,936,378.0
41,356,-3.49039,53.056731,936,378.0
41,357,-3.490487,53.056635,936,383.0
41,358,-3.490616,53.056544,936,383.0
41,359,-3.490728,53.056486,936,383.0
41,360,-3.490803,53.056428,936,383.0
41,361,-3.490889,53.056325,936,383.0
41,362,-3.490975,53.056232,936,383.0
41,363,-3.49099,53.056198,936,383.0
41,364,-3.491029,53.056112,936,383.0
41,365,-3.491082,53.055996,936,383.0
41,366,-3.491131,53.055796,936,388.0
41,367,-3.491114,53.055735,936,388.0
41,368,-3.491093,53.055603,936,388.0
41,369,-3.49105,53.055451,936,388.0
41,370,-3.490997,53.055357,936,388.0
41,371,-3.490938,53.055263,936,388.0
41,372,-3.490825,53.055142,936,388.0
41,373,-3.490718,53.055041,936,388.0
41,374,-3.490584,53.054935,936,391.0
41,375,-3.490439,53.054825,936,391.0
41,376,-3.490337,53.054751,936,391.0
41,377,-3.49023,53.054657,936,391.0
41,378,-3.49015,53.05459,936,391.0
41,379,-3.490106,53.054547,936,391.0
41,380,-3.490064,53.054504,936,391.0
41,381,-3.490018,53.054451,936,391.0
41,382,-3.489982,53.054394,936,390.0
41,383,-3.489968,53.054345,936,390.0
41,384,-3.489954,53.054285,936,390.0
41,385,-3.489943,53.054228,936,390.0
41,386,-3.489943,53.054162,936,390.0
41,387,-3.489947,53.054104,936,393.0
41,388,-3.48995,53.054041,936,393.0
41,389,-3.489943,53.053977,936,393.0
41,390,-3.489936,53.053922,936,393.0
41,391,-3.489911,53.053853,936,393.0
41,392,-3.489897,53.053811,936,393.0
41,393,-3.489876,53.053773,936,393.0
41,394,-3.489858,53.053734,936,393.0
41,395,-3.489812,53.053694,936,393.0
41,396,-3.489742,53.053639,936,393.0
41,397,-3.489674,53.05359,936,393.0
41,398,-3.489614,53.053541,936,393.0
41,399,-3.489543,53.053492,936,393.0
41,400,-3.489462,53.053451,936,393.0
41,401,-3.48937,53.053407,936,393.0
41,402,-3.489292,53.053373,936,393.0
41,403,-3.489228,53.053343,936,393.0
41,404,-3.489179,53.053315,936,403.0
41,405,-3.489126,53.053292,936,403.0
41,406,-3.489101,53.053262,936,403.0
41,407,-3.489083,53.053211,936,403.0
41,408,-3.489073,53.053147,936,403.0
41,409,-3.489062,53.053085,936,403.0
41,410,-3.489048,53.053005,936,403.0
41,411,-3.489034,53.052939,936,403.0
41,412,-3.489013,53.052851,936,403.0
41,413,-3.489002,53.052798,936,403.0
41,414,-3.488984,53.052728,936,403.0
41,415,-3.488963,53.052656,936,403.0
41,416,-3.488942,53.052598,936,403.0
41,417,-3.488924,53.052541,936,403.0
41,418,-3.488903,53.052496,936,403.0
41,419,-3.488874,53.052439,936,399.0
41,420,-3.488839,53.052396,936,399.0
41,421,-3.488786,53.052345,936,399.0
41,422,-3.488719,53.052296,936,409.0
41,423,-3.488652,53.052254,936,409.0
41,424,-3.488581,53.052211,936,409.0
41,425,-3.488492,53.052158,936,409.0
41,426,-3.488379,53.052105,936,409.0
41,427,-3.488287,53.052058,936,409.0
41,428,-3.488195,53.052011,936,409.0
41,429,-3.488106,53.051971,936,409.0
41,430,-3.488018,53.051928,936,409.0
41,431,-3.487933,53.051881,936,409.0
41,432,-3.487845,53.051837,936,409.0
41,433,-3.487763,53.051792,936,409.0
41,434,-3.487685,53.05175,936,409.0
41,435,-3.487622,53.051713,936,409.0
41,436,-3.487561,53.051669,936,409.0
41,437,-3.487484,53.051618,936,412.0
41,438,-3.487409,53.051571,936,412.0
41,439,-3.487314,53.05152,936,412.0
41,440,-3.487215,53.051471,936,412.0
41,441,-3.487116,53.051428,936,412.0
41,442,-3.487013,53.051381,936,412.0
41,443,-3.48691,53.051343,936,412.0
41,444,-3.486783,53.051294,936,412.0
41,445,-3.486659,53.051245,936,412.0
41,446,-3.486556,53.051203,936,412.0
41,447,-3.486454,53.051164,936,412.0
41,448,-3.48634,53.051124,936,412.0
41,449,-3.486227,53.051094,936,415.0
41,450,-3.486121,53.051071,936,415.0
41,451,-3.486004,53.051047,936,415.0
41,452,-3.485912,53.051028,936,415.0
41,453,-3.485785,53.051011,936,415.0
41,454,-3.485672,53.050988,936,415.0
41,455,-3.485544,53.050967,936,415.0
41,456,-3.485424,53.050939,936,415.0
41,457,-3.485353,53.050917,936,415.0
41,458,-3.485282,53.050896,936,415.0
41,459,-3.485137,53.05085,936,415.0
41,460,-3.484921,53.050796,936,415.0
41,461,-3.484755,53.05075,936,415.0
41,462,-3.48461,53.050716,936,415.0
41,463,-3.484518,53.050694,936,415.0
41,464,-3.484493,53.050739,936,415.0
41,465,-3.484426,53.050784,936,415.0
41,466,-3.484274,53.050858,936,419.0
41,467,-3.484104,53.050935,936,419.0
41,468,-3.483909,53.051033,936,419.0
41,469,-3.482801,53.051664,936,429.0
41,470,-3.482425,53.051904,936,430.0
41,471,-3.482251,53.051985,936,430.0
41,472,-3.481863,53.05212,936,430.0
41,473,-3.481638,53.052228,936,430.0
41,474,-3.480998,53.052647,936,433.0
41,475,-3.48061,53.052873,936,433.0
41,476,-3.480436,53.052992,936,433.0
41,477,-3.480352,53.053083,936,433.0
41,478,-3.480301,53.053201,936,433.0
41,479,-3.480262,53.053316,936,433.0
41,480,-3.48024,53.053525,936,434.0
41,481,-3.480206,53.053927,936,434.0
41,482,-3.480155,53.054055,936,434.0
41,483,-3.480054,53.054184,936,441.0
41,484,-3.479902,53.054288,936,439.0
41,485,-3.479206,53.0547,936,439.0
41,486,-3.478936,53.054862,936,439.0
41,487,-3.478223,53.055291,936,446.0
41,488,-3.477723,53.055679,936,446.0
41,489,-3.477077,53.056166,936,439.0
41,490,-3.476689,53.056385,936,439.0
41,491,-3.476211,53.056608,936,440.0
41,492,-3.475913,53.056758,936,438.0
41,493,-3.475863,53.056784,936,438.0
41,494,-3.474748,53.057476,936,442.0
41,495,-3.474651,53.057547,936,443.0
41,496,-3.474533,53.057615,936,443.0
41,497,-3.474426,53.057724,936,443.0
41,498,-3.474324,53.05784,936,443.0
41,499,-3.474238,53.057944,936,443.0
41,500,-3.474204,53.057977,936,443.0
41,501,-3.474147,53.058034,936,443.0
41,502,-3.473952,53.058211,936,443.0
41,503,-3.473805,53.058265,936,443.0
41,504,-3.473637,53.058311,936,449.0
41,505,-3.473466,53.058359,936,446.0
41,506,-3.473315,53.058395,936,446.0
41,507,-3.47316,53.058421,936,446.0
41,508,-3.472999,53.058453,936,446.0
41,509,-3.472849,53.058488,936,446.0
41,510,-3.472655,53.05854,936,446.0
41,511,-3.472503,53.058572,936,452.0
41,512,-3.472473,53.058524,936,452.0
41,513,-3.472452,53.058436,936,452.0
41,514,-3.472425,53.058282,936,453.0
41,515,-3.472398,53.058169,936,453.0
41,516,-3.47236,53.05804,936,453.0
41,517,-3.472318,53.057908,936,453.0
41,518,-3.472269,53.057786,936,453.0
41,519,-3.472216,53.057653,936,453.0
41,520,-3.472124,53.057528,936,453.0
41,521,-3.471974,53.057339,936,461.0
41,522,-3.471922,53.057229,936,461.0
41,523,-3.471917,53.057123,936,461.0
41,524,-3.471952,53.056994,936,461.0
41,525,-3.471996,53.056877,936,461.0
41,526,-3.472071,53.056728,936,461.0
41,527,-3.472146,53.056544,936,468.0
41,528,-3.472216,53.056357,936,468.0
41,529,-3.472318,53.056125,936,468.0
41,530,-3.47235,53.055964,936,468.0
41,531,-3.47235,53.055829,936,468.0
41,532,-3.472339,53.05569,936,462.0
41,533,-3.472334,53.055522,936,462.0
41,534,-3.472323,53.055367,936,462.0
41,535,-3.472291,53.055251,936,462.0
41,536,-3.472242,53.055129,936,462.0
41,537,-3.472151,53.054993,936,462.0
41,538,-3.472039,53.054861,936,463.0
41,539,-3.471921,53.054761,936,463.0
41,540,-3.471803,53.054671,936,463.0
41,541,-3.471668,53.054587,936,463.0
41,542,-3.47147,53.054471,936,463.0
41,543,-3.471277,53.054374,936,463.0
41,544,-3.471084,53.054271,936,465.0
41,545,-3.47088,53.054168,936,465.0
41,546,-3.470676,53.054058,936,460.0
41,547,-3.470456,53.053929,936,460.0
41,548,-3.470225,53.053797,936,460.0
41,549,-3.470081,53.0537,936,460.0
41,550,-3.469968,53.05363,936,464.0
41,551,-3.469855,53.053568,936,464.0
41,552,-3.469764,53.053501,936,464.0
41,553,-3.469673,53.05343,936,464.0
41,554,-3.469571,53.053339,936,464.0
41,555,-3.469437,53.05323,936,457.0
41,556,-3.469356,53.053149,936,457.0
41,557,-3.469287,53.053081,936,457.0
41,558,-3.469174,53.053027,936,457.0
41,559,-3.469072,53.052985,936,457.0
41,560,-3.468938,53.05293,936,457.0
41,561,-3.468815,53.052891,936,457.0
41,562,-3.46867,53.052859,936,461.0
41,563,-3.468541,53.052823,936,461.0
41,564,-3.468428,53.052769,936,461.0
41,565,-3.468278,53.052682,936,461.0
41,566,-3.468123,53.052595,936,461.0
41,567,-3.467983,53.052504,936,461.0
41,568,-3.467822,53.052398,936,446.0
41,569,-3.467672,53.052285,936,446.0
41,570,-3.46757,53.052208,936,446.0
41,571,-3.467468,53.052101,936,454.0
41,572,-3.467398,53.052024,936,454.0
41,573,-3.467323,53.052004,936,454.0
41,574,-3.467205,53.052001,936,454.0
41,575,-3.467093,53.051979,936,454.0
41,576,-3.46698,53.051943,936,454.0
41,577,-3.466905,53.051885,936,454.0
41,578,-3.466814,53.051808,936,454.0
41,579,-3.466733,53.051717,936,454.0
41,580,-3.466567,53.051537,936,443.0
